gene	drug	regulatory approval	indication	interaction score
FGFR2	SEGIGRATINIB	Not Approved	""	0.4000291077309236
FGFR2	NAVITOCLAX	Not Approved	""	0.07500545769954818
FGFR2	LIRAFUGRATINIB	Not Approved	""	0.9000654923945781
FGFR2	ALPELISIB	Approved	""	0.03333575897757696
FGFR2	CEDIRANIB	Not Approved	antineoplastic agent	0.04286026154259896
FGFR2	MK-2461	Not Approved	""	0.02500181923318272
FGFR2	MASITINIB	Approved	antineoplastic agent,DMARD,antiinflammatory agent	0.03529668597625796
FGFR2	BEMARITUZUMAB	Not Approved	""	0.9000654923945781
FGFR2	XL-999	Not Approved	""	0.05454942378148959
FGFR2	ABT-737	Not Approved	""	0.3000218307981927
FGFR2	XL999	Not Approved	antineoplastic agent	0.06000436615963853
FGFR2	TASURGRATINIB	Not Approved	""	0.08572052308519792
FGFR2	TEMUTERKIB	Not Approved	""	0.1714410461703958
FGFR2	INAVOLISIB	Approved	""	0.4000291077309236
FGFR2	PHA-665752	Not Approved	""	0.2400174646385541
FGFR2	FGFR INHIBITOR CPL304110	Not Approved	""	0.6000436615963854
FGFR2	PALIFERMIN	Approved	for treatment of antineoplasty-induced oral mucositis	0.3000218307981927
FGFR2	REGORAFENIB	Approved	antineoplastic agent	0.1090988475629791
FGFR2	ODM-203	Not Approved	""	0.6000436615963854
FGFR2	AKT INHIBITOR MK2206	Not Approved	""	0.08572052308519792
FGFR2	TASURGRATINIB	Not Approved	""	1.000072769327309
FGFR2	ZOLIGRATINIB	Not Approved	""	2.000145538654618
FGFR2	PICTILISIB	Not Approved	""	0.05454942378148959
FGFR2	AVUTOMETINIB	Not Approved	""	0.1333430359103078
FGFR2	PEGINTERFERON ALFA-2A	Approved	Antineoplastic Agents; Immunomodulatory Agents,for treatment of hepatitis B and C	0.02069116074470294
FGFR2	FLUOROURACIL	Approved	""	0.01034558037235147
FGFR2	DOVITINIB	Not Approved	antineoplastic agent	0.1069384743439102
FGFR2	OXALIPLATIN	Approved	""	0.03158124534717817
FGFR2	FGF RECEPTOR ANTAGONIST HGS1036	Not Approved	""	0.6000436615963854
FGFR2	INFIGRATINIB PHOSPHATE	Approved	""	0.1500109153990963
FGFR2	VARGATEF	Not Approved	""	0.07500545769954818
FGFR2	XL228	Not Approved	antineoplastic agent	0.1714410461703958
FGFR2	TINENGOTINIB	Not Approved	""	1.200087323192771
FGFR2	KIN-3248	Not Approved	""	1.200087323192771
MAPK8	PALBOCICLIB	Approved	""	0.02007066457473491
MAPK8	TAK-715	Not Approved	""	0.0426501622213117
MAPK8	RECOMBINANT EOTAXIN	Not Approved	""	0.3412012977704936
MAPK8	CC-401	Not Approved	""	0.6824025955409873
MAPK8	IMMUNOTOXIN	Not Approved	""	0.2559009733278702
MAPK8	BEXAROTENE	Approved	antineoplastic agent	0.1706006488852468
MAPK8	ACE INHIBITOR	Not Approved	""	0.2924582552318517
MAPK8	ENALAPRIL MALEATE	Approved	antihypertensive agent	0.1077477782433137
MAPK8	RHAMNETIN	Not Approved	""	0.2047207786622961
MAPK8	KEYHOLE LIMPET HEMOCYANIN	Not Approved	""	0.5118019466557404
MAPK8	JNK INHIBITOR VIII	Not Approved	""	0.1137337659234978
MAPK8	TCDD	Not Approved	""	0.08188831146491847
MAPK8	SB203580	Not Approved	""	0.03529668597625796
MAPK8	RUTHENIUM-BASED TRANSFERRIN TARGETING AGENT NKP-1339	Not Approved	""	0.5118019466557404
MAPK8	DOXYCYCLINE ANHYDROUS	Approved	""	0.1335135513014975
MAPK8	SP-600125	Not Approved	""	0.01150116734057843
MAPK8	GO-6976	Not Approved	""	0.02380474170491816
MAPK8	DEXRAZOXANE	Approved	""	0.4094415573245923
MAPK8	TRETINOIN	Approved	for treatment of acne	0.02249678886398859
MAPK8	PD-0166285	Not Approved	""	0.01968469025599002
MAPK8	BRIMAPITIDE	Not Approved	for treatment of acute hearing loss	0.5118019466557404
MAPK8	GEFITINIB	Approved	antineoplastic agent	0.03055534009885018
MAPK8	TAMATINIB	Not Approved	""	0.01263708510261087
MAPK8	SIGNAL TRANSDUCTION INHIBITOR	Not Approved	""	0.5118019466557404
MAPK8	SB202190	Not Approved	""	0.05686688296174894
MAPK8	R-1487	Not Approved	""	0.1137337659234978
MAPK8	PAZOPANIB	Approved	antineoplastic agent	0.01795796304055229
MAPK8	NVP-TAE684	Not Approved	""	0.009937901876810495
MAPK8	PICTILISIB	Not Approved	""	0.0310182997973176
MAPK8	CYC-116	Not Approved	""	0.01055261745681939
MAPK8	BACILLUS CALMETTE-GUERIN ANTIGEN	Not Approved	""	0.1706006488852468
MAPK8	DOVITINIB	Not Approved	antineoplastic agent	0.01013469201298496
MAPK8	CENISERTIB	Not Approved	antineoplastic agent	0.008674609265351534
MAPK8	JNJ-7706621	Not Approved	""	0.01861097987839056
MAPK8	ARGIPRESSIN	Approved	analgesic,Antidiuretic Agents	0.07873876102396007
MAPK8	BLEOMYCIN	Approved	antineoplastic agent	0.1279504866639351
MAPK8	PHENETHYL ISOTHIOCYANATE	Not Approved	""	0.5118019466557404
MAPK8	2-METHOXYESTRADIOL	Not Approved	""	0.2047207786622961
MAPK8	BENTAMAPIMOD	Not Approved	""	0.3412012977704936
MAPK8	BGP-15	Not Approved	""	0.5118019466557404
MAPK8	ALPHA-TOCOPHEROL	Not Approved	""	0.1861097987839056
MAPK8	SORAFENIB	Approved	antineoplastic agent	0.01780180684019967
MAPK8	CI-1040	Not Approved	""	0.06021199372420476
MAPK8	BUTYLATED HYDROXYTOLUENE	Approved	""	0.2274675318469957
MAPK8	PRAZOSIN	Approved	Antihypertensive Agents; antispasmodics	0.1364805191081974
MAPK8	TANZISERTIB	Not Approved	""	0.3412012977704936
MAPK8	PLATINUM	Not Approved	""	0.102360389331148
MAPK8	PP2	Not Approved	""	0.03412012977704937
MAPK8	CARDAMOMIN	Not Approved	""	0.6824025955409873
MAPK8	DEXTRAN SULFATE SODIUM	Not Approved	""	0.2559009733278702
MAPK8	HESPERADIN	Not Approved	""	0.02559009733278702
CASP8	CONATUMUMAB	Not Approved	""	2.610189927944276
CASP8	CHEMBL:CHEMBL375563	Not Approved	""	4.176303884710842
CASP8	EMRICASAN	Not Approved	""	0.8031353624443929
CASP8	NIVOCASAN	Not Approved	""	3.480253237259035
CASP8	CHEMBL:CHEMBL1210769	Not Approved	""	1.305094963972138
HNRNPA1	CAMPTOTHECIN	Approved	antineoplastic agent	2.983074203364888
